Number	System	Body	Piston	Nrv in probe	Handle	x	x2	x3	Fittings	Sales year	Code number	Description	Pcs	2 First	Body/Gas thread	Piston thread	Body description	Piston description	NRV description	Body drawings	Piston drawings	NRV drawings	Fitting drawings	Complete drawing list
8	U	B	3	4	CA	0	0	0	21	2020	8UB34CA00021	MF-UEC 1/2″BSP-1/2″BSP	100	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7	Torpedo Tamperring	709-432	709-161	703-121, 733-304	239-086, 762-120, 401-627	709-432, 709-161, 703-121, 733-304, 239-086, 762-120, 401-627
8	U	B	3	4	CA	0	0	0	26	2022	8UB34CA00026	MF-UEC 1/2″BSP-1/2″BSP	100	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7	Torpedo Tamperring	709-432	709-161	703-121, 733-304	401-627, PI451214FS	709-432, 709-161, 703-121, 733-304, 401-627, PI451214FS
D	8	4	3	C	C0	0	0	0	08	2020	D843CC00008	MF-D 1/2″BSP-1/2″BSP	100	D8	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
K	K	1	1	3	CA	2	1	0	00	2021	KK113CA2100	MF-KK 1/2″BSP KeyKeg	100	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
S	H	2	5	0	CA	0	0	0	60	2021	SH250CA00060	MF-SH 3/8″BSP-3/8″ flare	100	SH	3/8"	3/8"	3/8"	3/8" Flare Ø 8.5		707-551	707-562		106-714, 401-764, 401-974	707-551, 707-562, 106-714, 401-764, 401-974
5	G	3	5	4	CC	0	0	0	01	2020	5G354CC00001	MF-GB 1/2″BSP-1/2″BSP	99	5G	1/2"	1/2"	"1/2""
Serie"	1/2" 90°	"Stop
Kugle"	703-560	706-145, 706-142	102-524, 102-527		703-560, 706-145, 706-142, 102-524, 102-527
8	U	7	1	0	10	0	8	1	10	2021	8u710100810	MF-U 1/2″BSP-5/8″BSP	97	8u	1/2"	M17	1/2" ø8.1	M17x1 Ø10		709-417	709-171		401-652, 239-032	709-417, 709-171, 401-652, 239-032
4	D	4	3	3	CA	0	0	0	00	2022	4D433CA00000	MF-D 5/8''BSP-5/8''BSP	95	4D	5/8"	5/8"	"5/8"" PRV (BP102-521)
Messing"	5/8"	Ring Kontraventil	707-490, 102-521	733-101	733-304, 102-699		707-490, 102-521, 733-101, 733-304, 102-699
5	M	2	2	3	CC	0	0	0	06	2020	5M223CC00006	MF-M 1/2″BSP-1/2″BSP	90	5M	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-559	731-108	102-699	405-001, 401-781	703-559, 731-108, 102-699, 405-001, 401-781
5	S	3	5	6	a0	1	7	0	01	2021	5s356a01700c01	Dispense Head MF-S5	90	5s	1/2"	1/2"	1/2" S&C	1/2"	Ring Kontraventil	707-516	707-119	733-304, 102-699	707-170	707-516, 707-119, 733-304, 102-699, 707-170
7	A	1	1	2	CA	0	0	0	95	2020	7A112CA00095	MF-AB 1/2″BSP-1/2″BSP	90	7A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-485	703-260	102-524, 102-527	401-627, PI451214FS	703-485, 703-260, 102-524, 102-527, 401-627, PI451214FS
D	8	4	3	C	C0	0	0	0	00	2019	D843CC00000	MF-D 1/2″BSP-1/2″BSP	90	D8	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8	U	7	7	5	CA	0	0	0	01	2019	8U775CA00001	MF-U 1/2″BSP-1/2″BSP	83	8U	1/2"	1/2"	1/2" ø8.1	1/2" Opdrejning 1.2	Torpedo	709-417	709-167	102-699	102-530	709-417, 709-167, 102-699, 102-530
4	G	C	A	3	CA	0	0	0	01	2022	4GCA3CA00001	MF-GB 5/8″BSP-5/8″BSP	82	4G	5/8"	5/8"	"5/8""
X"	5/8" - ø16	Kontraventil	703-473	703-197, 3-5-C-D	102-699	100-461	703-473, 703-197, 3-5-C-D, 102-699, 100-461
4	G	4	1	2	CA	0	0	0	01	2020	4G412CA00001	MF-GB 1/2″BSP-1/2″BSP	81	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	"Stop
Kugle"	703-301	703-101	102-524, 102-527	100-461	703-301, 703-101, 102-524, 102-527, 100-461
3	M	8	6	7	CA	0	0	0	00	2021	3M867CA00000	MF-M 5/8″BSP-5/8″BSP 90° probe	80	3M	5/8"	5/8"	5/8"	5/8"-90°	Stop grøn Kugle grøn	707-420, 106-544	703-198, 731-107	102-615, 102-617		707-420, 106-544, 703-198, 731-107, 102-615, 102-617
4	A	1	4	3	CA	0	0	0	00	2022	4A143CA00000	MF-AB 1/2″BSP-5/8″BSP	80	4A	1/2"	5/8"	1/2"	5/8" Standard	Kontraventil	703-415	703-173	102-699		703-415, 703-173, 102-699
4	D	5	3	3	CC	0	0	0	09	2019	4D533CC00009-U02	MF-D 5/8''BSP-5/8''BSP	80	4D	5/8"	5/8"	"5/8"" PRV
Rustfri (BP102-521)"	5/8"	Ring Kontraventil	707-513, 102-521	733-101	733-304, 102-699	404-320, 404-321	707-513, 102-521, 733-101, 733-304, 102-699, 404-320, 404-321
5	M	2	2	3	CC	0	0	0	00	2022	5M223CC00000	MF-M 1/2″BSP-1/2″BSP	80	5M	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-559	731-108	102-699		703-559, 731-108, 102-699
5	S	0	3	2	CC	0	0	0	00	2019	5S032CC00000	MF-S 5/8″BSP-5/8″BSP	80	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv	Stop Kugle	707-390	707-239	102-524, 102-527		707-390, 707-239, 102-524, 102-527
8	U	C	7	5	CA	0	0	0	19	2021	8UC75CA00019	MF-U 5/8″BSP-5/8″BSP	80	8U	5/8"	1/2"	5/8" Ø14,5 Afdr.anlægsflade	1/2" Opdrejning 1.2	Torpedo	709-453	709-167	102-699	405-046, 405-001	709-453, 709-167, 102-699, 405-046, 405-001
K	K	1	1	2	CA	0	9	0	07	2021	KK112CA0907	MF-KK 1/2″BSP KeyKeg	80	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
5	G	3	2	7	CC	0	0	0	15	2022	5G327CC00015	MF-GB 1/2″BSP-1/2″BSP	76	5G	1/2"	1/2"	"1/2""
Serie"	1/2" std.	Kontraventil	703-560	703-101	102-699	401-781, 405-401	703-560, 703-101, 102-699, 401-781, 405-401
3	M	8	7	2	CA	0	0	0	00	2022	3M872CA00000	MF-M 5/8″BSP-5/8″BSP	75	3M	5/8"	5/8"	5/8"	5/8" ø8.5   Holland	Stop Kugle	707-420, 106-544	731-104	102-524, 102-527		707-420, 106-544, 731-104, 102-524, 102-527
8	U	7	1	0	CA	0	0	0	00	2021	8U710CA00000	MF-U 5/8″BSP-5/8″BSP	75	8U	1/2"	M17	1/2" ø8.1	M17x1 Ø10		709-417	709-171			709-417, 709-171
4	D	4	3	3	CA	0	0	0	00	2019	4D433CA00000	MF-D 5/8''BSP-5/8''BSP	74	4D	5/8"	5/8"	"5/8"" PRV (BP102-521)
Messing"	5/8"	Ring Kontraventil	707-490, 102-521	733-101	733-304, 102-699		707-490, 102-521, 733-101, 733-304, 102-699
4	M	3	7	3	CA	0	0	0	00	2022	4M373CA00000	MF-M 5/8″BSP-5/8″BSP	72	4M	5/8"	5/8"	5/8"	5/8" ø8.5  Holland	Kontraventil	703-418	731-104, 3-5-8-9	102-699		703-418, 731-104, 3-5-8-9, 102-699
4	D	4	3	3	CA	0	0	0	00	2020	4D433CA00000	MF-D 5/8''BSP-5/8''BSP	71	4D	5/8"	5/8"	"5/8"" PRV (BP102-521)
Messing"	5/8"	Ring Kontraventil	707-490, 102-521	733-101	733-304, 102-699		707-490, 102-521, 733-101, 733-304, 102-699
3	D	3	3	0	CA	0	0	0	03	2021	3D330CA00003	MF-D 3/4″BSP-5/8″BSP	70	3D	3/4"	5/8"	3/4" (BP  102-521)	"5/8"" ø10
90° uden reces"		401-471, 707-473, 102-521	733-111		239-032	401-471, 707-473, 102-521, 733-111, 239-032
3	M	8	7	2	CA	0	0	0	00	2021	3M872CA00000	MF-M 5/8″BSP-5/8″BSP	70	3M	5/8"	5/8"	5/8"	5/8" ø8.5   Holland	Stop Kugle	707-420, 106-544	731-104	102-524, 102-527		707-420, 106-544, 731-104, 102-524, 102-527
4	L	4	5	7	CA	0	0	0	00	2021	4L457CA00000	MF-LM 1/2″BSP- 1/2″x16BSF	70	4L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
6	W	5	1	3	CA	0	0	0	00	2022	6W513CA00000	MF-W 3/4″BSP-5/8″BSP	70	6W	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8	L	3	7	6	CB	0	0	0	00	2020	8L376CB00000	MF-LS 1/2''BSP links-5/8''BSP	70	8L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8	U	B	3	4	CA	0	0	0	21	2021	8UB34CA00021	MF-UEC 1/2″BSP-1/2″BSP	70	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7	Torpedo Tamperring	709-432	709-161	703-121, 733-304	239-086, 762-120, 401-627	709-432, 709-161, 703-121, 733-304, 239-086, 762-120, 401-627
2	A	A	2	0	10	5	6	0	00	2020	2AA20105600	MF-AB 5/8″BSP-5/8″BSP, Serial coupler	68	2A	5/8"	5/8"	5/8" Seriekobl.	5/8" Serial.		703-455	703-230			703-455, 703-230
D	2	1	3	2	00	1	0	0	00	2021	D213200100	MF-D 1/2″BSP-5/8″BSP	66	D2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
D	8	4	3	C	C0	0	0	0	00	2022	D843CC00000	MF-D 1/2″BSP-1/2″BSP	64	D8	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
5	A	3	3	4	CC	0	0	0	00	2022	5A334CC00000	MF-AB 1/2''BSP-1/2''BSP	62	5A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-559	703-177	102-524, 102-527		703-559, 703-177, 102-524, 102-527
3	L	6	8	6	CA	0	0	0	00	2022	3L686CA00000	MF-LS 1/2″X16BSF-5/8″BSP	60	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	L	E	8	6	CA	0	0	0	00	2021	3LE86CA00000	MF-LS 3/4''BSP-5/8''BSP	60	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	S	3	3	3	CA	0	0	0	00	2021	3S333CA00000	MF-S 1/2″BSP-5/8″BSP	60	3S	1/2"	5/8"	1/2"	5/8" Massiv	Kontraventil	401-319, 707-473	707-239	102-699		401-319, 707-473, 707-239, 102-699
4	A	E	4	3	CA	0	0	0	51	2019	4AE43CA00051	MF-A 5/8″BSP with PRV	60	4A	5/8"	5/8"	5/8" med PRV	5/8" Standard	Kontraventil	703-581	703-173	102-699	PI451214FS, PI451214FS	703-581, 703-173, 102-699, PI451214FS, PI451214FS
4	D	4	3	2	CA	0	0	0	00	2020	4D432CA00000	MF-D 5/8″BSP 5/8″BSP	60	4D	5/8"	5/8"	"5/8"" PRV (BP102-521)
Messing"	5/8"	Stop Kugle Ring	707-490, 102-521	733-101	102-524, 102-527		707-490, 102-521, 733-101, 102-524, 102-527
5	G	3	3	0	CC	0	0	0	01	2020	5G330CC00001	MF-GB 1/2″BSP-1/2″BSP	60	5G	1/2"	1/2"	"1/2""
Serie"	"1/2""
Serie"		703-560	703-313			703-560, 703-313
5	S	0	3	3	CC	0	0	0	00	2021	5S033CC00000	MF-S 5/8″BSP-5/8″BSP	60	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv	Kontraventil	707-390	707-239	102-699		707-390, 707-239, 102-699
5	S	1	7	0	CC	0	0	0	37	2019	5S170CC00037	MF-S 1/2″BSP-5/8″BSP	60	5S	1/2"	5/8"	1/2"	5/8" ø8 ø14x6		707-359	707-175		762-120	707-359, 707-175, 762-120
8	U	7	1	0	CA	0	0	0	00	2022	8U710CA00000	MF-U 5/8″BSP-5/8″BSP	60	8U	1/2"	M17	1/2" ø8.1	M17x1 Ø10		709-417	709-171			709-417, 709-171
8	U	7	7	5	CA	0	0	0	01	2021	8U775CA00001	MF-U 1/2″BSP-1/2″BSP	60	8U	1/2"	1/2"	1/2" ø8.1	1/2" Opdrejning 1.2	Torpedo	709-417	709-167	102-699	102-530	709-417, 709-167, 102-699, 102-530
5	S	1	1	2	CC	0	0	0	00	2022	5S112CC00000	MF-S 1/2″BSP-1/2″BSP	56	5S	1/2"	1/2"	1/2"	1/2" Massiv	Stop Kugle	707-359	707-119	102-524, 102-527		707-359, 707-119, 102-524, 102-527
7	A	1	1	3	CA	0	0	0	00	2022	7A113CA00000	MF-AB 1/2″BSP-1/2″BSP	56	7A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-485	703-260	102-699		703-485, 703-260, 102-699
4	A	3	4	0	CA	0	0	0	68	2022	4A340CA00068	MF-AB 5/8″BSP-5/8″BSP	55	4A	5/8"	5/8"	5/8"	5/8" Standard		703-418	703-173		405-017, 405-042	703-418, 703-173, 405-017, 405-042
4	D	2	6	5	CA	0	0	0	00	2022	4D265CA00000	MF-D 1/2″BSP-1/2″BSP	55	4D	1/2"	1/2"	"1/2""
Messing (BP 102-521)"	1/2"RG	Kontraventil	707-301, 102-521	733-112	102-699		707-301, 102-521, 733-112, 102-699
4	D	2	6	5	CA	0	0	0	20	2019	4D265CA00020	MF-D 1/2″BSP-1/2″BSP	55	4D	1/2"	1/2"	"1/2""
Messing (BP 102-521)"	1/2"RG	Kontraventil	707-301, 102-521	733-112	102-699	405-063, 401-994	707-301, 102-521, 733-112, 102-699, 405-063, 401-994
4	D	3	3	5	CA	0	0	0	17	2020	4D335CA00017	MF-D 5/8″BSP-5/8″BSP	55	4D	5/8"	5/8"	"5/8"" PRV
Messing (BP102-521)"	5/8"	Kontraventil	733-316, 102-521	733-101	102-699	112-395, PI451215FS	733-316, 102-521, 733-101, 102-699, 112-395, PI451215FS
4	G	4	1	2	CA	0	0	0	01	2022	4G412CA00001	MF-GB 1/2″BSP-1/2″BSP	55	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	"Stop
Kugle"	703-301	703-101	102-524, 102-527	100-461	703-301, 703-101, 102-524, 102-527, 100-461
5	A	3	3	6	CC	0	0	0	00	2020	5A336CC00000	MF-AB 1/2″BSP-1/2″BSP	53	5A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-559	703-177	102-699		703-559, 703-177, 102-699
7	4	6	-	0	22				22	2019	746-022	MF-MIV 3/8″BSP-1/2″BSP	53	74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7	4	6	-	0	22				22	2022	746-022	MF-MIV 3/8″BSP-1/2″BSP	51	74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8	U	B	3	4	CA	0	0	0	24	2021	8UB34CA00024	MF-UEC 1/2″BSP-1/2″BSP	51	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7	Torpedo Tamperring	709-432	709-161	703-121, 733-304	401-781, 405-001	709-432, 709-161, 703-121, 733-304, 401-781, 405-001
S	H	1	1	0	CD	0	0	0	33	2019	SH110CD00033	MF-SH 5/8″BSP-5/8″BSP	51	SH	3/8"	5/8"	3/8"	"5/8""
ø14x6"		707-460	707-461		239-022, 401-677, 401-689, 401-696	707-460, 707-461, 239-022, 401-677, 401-689, 401-696
S	H	3	4	0	CC	0	0	0	46	2021	SH340CC00046	MF-SH 3/8″JG-3/″JG	51	SH	3/8"	5/8"	3/8" Reserveret	"5/8""
Drelebar ø14x6"			707-555		401-690, 239-086	707-555, 401-690, 239-086
3	A	8	5	0	CA	0	0	0	00	2022	3A850CA00000	MF-AB 5/8″BSP-5/8″BSP	50	3A	5/8"	5/8"	5/8"	5/8"-90°		707-420, 703-407	703-198, 703-222			707-420, 703-407, 703-198, 703-222
3	G	9	1	7	CA	0	0	0	01	2021	3G917CA00001	MF-GB 3/4″BSP 5/8″BSP	50	3G	3/4"	5/8"	3/4"	5/8"	"Kontraventil
Stop"	401-472, 703-447	703-197	102-699, 102-524	100-461	401-472, 703-447, 703-197, 102-699, 102-524, 100-461
3	L	1	C	7	CA	0	0	0	00	2022	3L1C7CA00000	MF-LS 2x7/16″X20UNF	50	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	L	1	C	7	CA	0	0	0	00	2020	3L1C7CA00000	MF-LS 2x7/16″X20UNF	50	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	L	E	8	6	CA	0	0	0	00	2019	3LE86CA00000	MF-LS 3/4''BSP-5/8''BSP	50	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	L	G	D	6	CA	0	0	0	00	2022	3LGD6CA00000	MF-LC3 5/8″BSP-5/8″BSP	50	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	M	8	6	7	CA	0	0	0	00	2020	3M867CA00000	MF-M 5/8″BSP-5/8″BSP 90° probe	50	3M	5/8"	5/8"	5/8"	5/8"-90°	Stop grøn Kugle grøn	707-420, 106-544	703-198, 731-107	102-615, 102-617		707-420, 106-544, 703-198, 731-107, 102-615, 102-617
3	M	8	6	7	CA	0	0	0	00	2019	3M867CA00000	MF-M 5/8″BSP-5/8″BSP 90° probe	50	3M	5/8"	5/8"	5/8"	5/8"-90°	Stop grøn Kugle grøn	707-420, 106-544	703-198, 731-107	102-615, 102-617		707-420, 106-544, 703-198, 731-107, 102-615, 102-617
3	S	1	6	0	CA	0	0	0	00	2022	3S160CA00000	MF-S 5/8″BSP-5/8″BSP	50	3S	5/8"	5/8"	5/8"	5/8"-90°		707-420, 707-473	707-204			707-420, 707-473, 707-204
4	A	3	4	3	CA	0	0	0	62	2020	4A343CA00062	MF-AB 5/8″BSP-5/8″BSP	50	4A	5/8"	5/8"	5/8"	5/8" Standard	Kontraventil	703-418	703-173	102-699	401-764	703-418, 703-173, 102-699, 401-764
4	A	4	X	0	CA	0	0	0	34	2019	4A4X0CA00034	MF-AB 3/8″-5/8″BSP	50	4A	3/8"	5/8"	3/8"	5/8"BSP Ø8.5		703-417	706-170		239-022, 401-696, 102-725	703-417, 706-170, 239-022, 401-696, 102-725
4	A	5	3	2	CA	0	0	0	65	2021	4A532CA00065	MF-A 1/2″BSP-1/2″BSP	50	4A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-416	703-177	102-524, 102-527	PI451214FS, 401-627	703-416, 703-177, 102-524, 102-527, PI451214FS, 401-627
4	D	2	6	5	CA	0	0	0	06	2019	4D265CA00006	MF-D 1/2″BSP-1/2″BSP	50	4D	1/2"	1/2"	"1/2""
Messing (BP 102-521)"	1/2"RG	Kontraventil	707-301, 102-521	733-112	102-699		707-301, 102-521, 733-112, 102-699
4	D	3	3	3	CA	0	0	0	09	2019	4D333CA00009-U02	MF-D 5/8''BSP-5/8''BSP	50	4D	5/8"	5/8"	"5/8"" PRV
Messing (BP102-521)"	5/8"	Ring Kontraventil	733-316, 102-521	733-101	733-304, 102-699	404-320, 404-321	733-316, 102-521, 733-101, 733-304, 102-699, 404-320, 404-321
4	D	3	3	5	CA	0	0	0	00	2020	4D335CA00000	MF-D 5/8″BSP-5/8″BSP with PRV	50	4D	5/8"	5/8"	"5/8"" PRV
Messing (BP102-521)"	5/8"	Kontraventil	733-316, 102-521	733-101	102-699		733-316, 102-521, 733-101, 102-699
4	G	4	1	3	CA	0	0	0	32	2022	4G413CA00032	MF-GB 1/2″BSP-1/2″BSP	50	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699	239-086, 112-395	703-301, 703-101, 102-699, 239-086, 112-395
4	G	4	1	3	CA	0	0	0	39	2022	4G413CA00039	MF-GB 1/2″BSP-1/2″BSP	50	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699	405-001, 405-060	703-301, 703-101, 102-699, 405-001, 405-060
4	G	C	A	3	CA	0	0	0	22	2020	4GCA3CA00022	MF-GB 5/8″BSP-5/8″BSP	50	4G	5/8"	5/8"	"5/8""
X"	5/8" - ø16	Kontraventil	703-473	703-197, 3-5-C-D	102-699	100-461, 707-101	703-473, 703-197, 3-5-C-D, 102-699, 100-461, 707-101
4	M	1	1	3	CA	0	0	0	35	2022	4M113CA00035	MF-M 1/2″BSP-1/2″BSP	50	4M	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	731-108	102-699	405-006, 401-781	703-416, 731-108, 102-699, 405-006, 401-781
4	M	3	7	3	CA	0	0	0	00	2019	4M373CA00000	MF-M 5/8″BSP-5/8″BSP	50	4M	5/8"	5/8"	5/8"	5/8" ø8.5  Holland	Kontraventil	703-418	731-104, 3-5-8-9	102-699		703-418, 731-104, 3-5-8-9, 102-699
4	S	1	3	3	CA	0	0	0	00	2021	4S133CA00000	MF-S 1/2″BSP-5/8″BSP	50	4S	1/2"	5/8"	1/2"	5/8" Massiv	Kontraventil	707-301	707-239	102-699		707-301, 707-239, 102-699
4	S	B	3	6	CA	0	0	0	07	2019	4SB36CA00007-U02	MF-S 5/8″BSP-5/8''BSP	50	4S	5/8"	5/8"	5/8" for PRV	5/8" Massiv	Ring Kontraventil	733-316	707-239	733-304, 102-699		733-316, 707-239, 733-304, 102-699
5	A	3	3	4	CC	0	0	0	00	2020	5A334CC00000	MF-AB 1/2''BSP-1/2''BSP	50	5A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-559	703-177	102-524, 102-527		703-559, 703-177, 102-524, 102-527
5	G	3	2	0	CC	0	0	0	01	2019	5G320CC00001	MF-GB 1/2''BSP-1/2''BSP	50	5G	1/2"	1/2"	"1/2""
Serie"	1/2" std.		703-560	703-101			703-560, 703-101
5	G	3	3	7	CC	0	0	0	01	2020	5G337CC00001	MF-GB 1/2″BSP-1/2″BSP	50	5G	1/2"	1/2"	"1/2""
Serie"	"1/2""
Serie"	Kontraventil	703-560	703-313	102-699		703-560, 703-313, 102-699
5	M	2	2	3	CC	0	0	0	06	2019	5M223CC00006	MF-M 1/2″BSP-1/2″BSP	50	5M	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-559	731-108	102-699	405-001, 401-781	703-559, 731-108, 102-699, 405-001, 401-781
5	S	A	1	3	CC	0	0	0	00	2020	5SA13CC00000	MF-S 1/2″BSP-1/2″BSP	50	5S	1/2"	1/2"	"1/2"" RG 
MAHOU"	1/2" Massiv	Kontraventil	707-577	707-119	102-699		707-577, 707-119, 102-699
5	S	A	3	0	CC	0	0	0	22	2022	5SA30CC00022	MF-S 1/2″BSP-5/8″BSP	50	5S	1/2"	5/8"	"1/2"" RG 
MAHOU"	5/8" Massiv		707-577	707-239		239-086, 102-391, 401-986	707-577, 707-239, 239-086, 102-391, 401-986
5	S	A	3	2	CC	0	0	1	13	2022	5SA32CC00113	MF-S 1/2″BSP-5/8″BSP	50	5S	1/2"	5/8"	"1/2"" RG 
MAHOU"	5/8" Massiv	Stop Kugle	707-577	707-239	102-524, 102-527	401-888, 401-784	707-577, 707-239, 102-524, 102-527, 401-888, 401-784
5	S	E	3	2	CC	0	0	0	00	2022	5SE32CC00000	MF-S 1/2″BSP-5/8″BSP 3 Lug	50	5S	1/2"	5/8"	1/2" BSP	5/8" Massiv	Stop Kugle	707-775	707-239	102-524, 102-527		707-775, 707-239, 102-524, 102-527
6	L	7	1	6	CB	0	0	0	05	2022	6L716CB00005	MF-LP 5/8″BSP-5/8″BSP	50	6L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
6	W	5	1	3	CA	0	0	0	00	2019	6W513CA00000	MF-W 3/4″BSP-5/8″BSP	50	6W	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7	4	6	-	0	22				22	2020	746-022	MF-MIV 3/8″BSP-1/2″BSP	50	74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7	G	1	1	2	CA	0	0	0	30	2022	7G112CA00030	MF-GB 1/2″BSP-1/2″BSP	50	7G	1/2"	1/2"	"1/2""
Spec. Bass"	"1/2""
Spec. Bass"	"Stop
Kugle"	703-495	703-261	102-524, 102-527	PI451214FS, 401-627	703-495, 703-261, 102-524, 102-527, PI451214FS, 401-627
7	G	1	1	2	CA	0	0	0	30	2021	7G112CA00030	MF-GB 1/2″BSP-1/2″BSP	50	7G	1/2"	1/2"	"1/2""
Spec. Bass"	"1/2""
Spec. Bass"	"Stop
Kugle"	703-495	703-261	102-524, 102-527	PI451214FS, 401-627	703-495, 703-261, 102-524, 102-527, PI451214FS, 401-627
7	G	8	8	0	CC	0	0	0	35	2022	7G880CC00035	MF-GB 3/8″JG-3/8″JG	50	7G	1/4"	5/8"	1/4" BSP  O-ringe stempel	"5/8""
O-ringe stempel"		703-649	706-114		102-530	703-649, 706-114, 102-530
8	U	B	3	4	CA	0	0	0	15	2021	8UB34CA00015	MF-UEC 1/2″BSP-1/2″BSP	50	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7	Torpedo Tamperring	709-432	709-161	703-121, 733-304	709-435, 102-530	709-432, 709-161, 703-121, 733-304, 709-435, 102-530
8	U	B	3	4	CA	0	0	0	21	2022	8UB34CA00021	MF-UEC 1/2″BSP-1/2″BSP	50	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7	Torpedo Tamperring	709-432	709-161	703-121, 733-304	239-086, 762-120, 401-627	709-432, 709-161, 703-121, 733-304, 239-086, 762-120, 401-627
K	K	1	1	1	CA	1	5	0	04	2022	KK111CA1504	MF-KK 1/2″BSP KeyKeg	50	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
K	K	1	2	1	CA	1	0	0	05	2022	KK121CA1005	MF-KK 5/8″BSP-KeyKeg	50	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
S	H	2	5	0	CA	0	0	0	17	2021	SH250CA00017	MF-SH 3/8″BSP-3/8″ flare	50	SH	3/8"	3/8"	3/8"	3/8" Flare Ø 8.5		707-551	707-562		401-765	707-551, 707-562, 401-765
S	H	2	5	0	CA	0	0	0	60	2020	SH250CA00060	MF-SH 3/8″BSP-3/8″ flare	50	SH	3/8"	3/8"	3/8"	3/8" Flare Ø 8.5		707-551	707-562		106-714, 401-764, 401-974	707-551, 707-562, 106-714, 401-764, 401-974
3	D	3	1	0	CA	0	0	0	00	2020	3D310CA00000	MF-D 3/4″BSP 5/8″BSP	49	3D	3/4"	5/8"	3/4" (BP  102-521)	5/8" ø10		401-471, 707-473, 102-521	733-314			401-471, 707-473, 102-521, 733-314
4	M	1	1	2	CA	0	0	0	26	2020	4M112CA00026	MF-M 1/2″BSP-1/2″BSP	49	4M	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-416	731-108	102-524, 102-527	401-765	703-416, 731-108, 102-524, 102-527, 401-765
